Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
968856;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2025838&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;30/12/2024;30/09/2028; 2.526.297,00 ; 2.526.297,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/11/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000136786202417;-;;;Sem Vínculo;-;0;2024;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
970364;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2025649&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;23/12/2024;15/01/2027; 1.944.574,00 ; 1.900.000,00 ; 1.851.282,00 ; 44.574,00 ; 1.037.500,00 ; 23.504,44 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;16/03/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 89,68%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000164415202417;-;;;31/03/2027;-;0;2024;43.432,57;Acima de 180 até 365 dias;Acima de 365 dias;Sim;NÃO;4ª Prioridade;*
970365;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2016387&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;28/12/2024;23/07/2027; 903.419,00 ; 900.000,00 ; -   ; 3.419,00 ; 190.000,00 ; 6.138,37 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/09/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 63,33%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000179126202412;-;;;14/10/2029;-;0;2024;0,00;Acima de 90 até 180 dias;Acima de 180 até 365 dias;Não;NÃO;INDEFINIDO;*
970368;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2025650&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;28/12/2024;23/07/2027; 1.156.885,00 ; 1.143.989,00 ; 1.025.934,00 ; 12.896,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;21/09/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;356612024;-;;;21/03/2027;-;0;2024;11.566,00;Acima de 90 até 180 dias;Acima de 180 até 365 dias;Não;NÃO;4ª Prioridade;*
970372;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2031646&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08667206000181;INSTITUTO SAO JOSE;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;23/12/2024;24/12/2026; 300.000,00 ; 300.000,00 ; 190.000,00 ; -   ; 842.998,98 ; 25.907,70 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;22/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 84,30%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000185670202401;-;;;31/03/2027;-;0;2024;0,00;Acima de 180 até 365 dias;Acima de 180 até 365 dias;Sim;NÃO;4ª Prioridade;*
970892;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2035631&Usr=guest&Pwd=guest;PB;JURIPIRANGA;11164805000197;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;31/12/2024;31/12/2028; 1.153.960,00 ; 1.153.960,00 ; -   ; -   ; 790.000,00 ; 10.807,51 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 98,62%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000185689202440;-;;;Sem Vínculo;-;0;2024;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
971381;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2035546&Usr=guest&Pwd=guest;PB;UIRAÚNA;00684095000100;ASSOC DE PROTECAO ASSIST SAUDE E EDUCACAO DE UIRAUNA PB;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;31/12/2024;31/12/2028; 1.000.000,00 ; 1.000.000,00 ; 842.998,98 ; -   ; 353.300,00 ; 4.419,15 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;01/03/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 79,61%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000185692202463;-;;;31/03/2027;-;0;2024;0,00;Sem Desembolso;-;-;NÃO;4ª Prioridade;*
971382;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2035551&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;31/12/2024;31/12/2028; 801.048,00 ; 797.277,00 ; 786.281,00 ; 3.771,00 ; 2.238.960,00 ; 23.322,65 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 97,09%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000082280202472;-;;;02/06/2029;-;0;2024;3.719,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
971383;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2035552&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;31/12/2024;31/12/2028; 443.769,00 ; 402.723,00 ; 320.621,00 ; 41.046,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;365892024;-;;;02/06/2029;-;0;2024;32.679,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
971549;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1990814&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;22/12/2025;16/12/2028; 2.306.011,00 ; 2.306.011,00 ; 2.238.960,00 ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;14/02/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;375792024;-;;;31/03/2027;-;0;2024;0,00;Sem Desembolso;-;-;NÃO;4ª Prioridade;*
971674;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2038318&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;03/10/2025;27/03/2027; 1.249.434,00 ; 1.249.434,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;375802024;-;;;Sem Vínculo;-;Relatórios de Execução;2024;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
972688;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2040183&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;03/10/2025;27/03/2027; 3.420.400,00 ; 2.392.268,00 ; -   ; 1.028.132,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;375812024;-;;;Sem Vínculo;-;0;2024;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
972689;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2040184&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;07/10/2025;15/10/2027; 3.080.400,00 ; 1.913.472,00 ; -   ; 1.166.928,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;14/12/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;382872025;-;;;Sem Vínculo;-;11;2024;0,00;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
972690;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2040186&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;NÃO;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;07/10/2025;07/10/2029; 2.119.140,00 ; 2.119.140,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;06/12/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000133317202519;-;;;Sem Vínculo;-;3;2024;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
977686;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2110486&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;07/10/2025;31/03/2027; 1.269.032,00 ; 1.269.032,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000133324202511;-;;;Sem Vínculo;-;0;2025;0,00;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
978732;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2108441&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;07/10/2025;15/10/2027; 299.669,00 ; 299.669,00 ; -   ; -   ; 1.247.992,00 ; 19.798,61 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;14/12/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 83,74%   |  Convenente: 98,93%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000131551202510;-;;;31/03/2027;-;1;2025;0,00;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
978733;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2108445&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;07/10/2025;31/03/2027; 201.243,00 ; 200.000,00 ; -   ; 1.243,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;371832025;-;;;31/12/2027;-;0;2025;0,00;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
978808;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2107700&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;16/10/2025;09/04/2027; 1.506.431,00 ; 1.506.431,00 ; 1.261.482,00 ; -   ; 763.558,57 ; 7.631,51 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/06/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 92,58%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000137446202586;-;;;Sem Vínculo;-; Pós Análise de Execução;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
979079;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2128075&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;24513574000121;FUNDO MUNICIPAL DE SAUDE DE CAMPINA GRANDE;TERMO DE COMPROMISSO;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;16/10/2025;09/04/2027; 16.902.340,00 ; 2.973.559,81 ; -   ; -   ; 1.011.905,60 ; 5.782,46 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/06/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 77,81%   |  Convenente: 99,99%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000137449202510;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
979549;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2109920&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;16/10/2025;09/04/2027; 824.783,00 ; 800.000,00 ; 740.615,00 ; 24.783,00 ; 268.701,45 ; 2.179,18 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/06/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 52,42%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000138656202591;-;;;Sem Vínculo;-;0;2025;22.943,57;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
979577;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2109925&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;07/10/2025;31/03/2027; 1.300.552,00 ; 1.300.000,00 ; 1.011.476,00 ; 552,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000138657202536;-;;;Sem Vínculo;-;0;2025;552,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
979578;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2110312&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;07/10/2025;31/03/2027; 512.604,00 ; 500.000,00 ; 262.095,00 ; 12.604,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000138658202581;-;;;Sem Vínculo;-;0;2025;6.606,45;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
979579;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2110314&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;06/10/2025;15/10/2027; 886.915,00 ; 883.993,00 ; -   ; 2.922,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;14/12/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000138659202525;-;;;Sem Vínculo;-;0;2025;0,00;Acima de 90 até 180 dias;Acima de 90 até 180 dias;Não;NÃO;INDEFINIDO;*
979581;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2110315&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;16/10/2025;09/04/2027; 304.607,00 ; 300.000,00 ; -   ; 4.607,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/06/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000148465202538;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
979582;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2110317&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Municipal;29/12/2025;29/09/2028; 1.000.615,00 ; 1.000.000,00 ; -   ; 615,00 ; 204.233,40 ; 2.907,15 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/11/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 85,95%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000156934202592;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
